Pair ID,Requirement,Actual Label,Predicted Label,Correct,Model Probability,SHAP Score %,LIME Score %,Validator Score %,Model Conf Penalty %,P3 Syntax %,P3 Semantic %,P3 Compliance %,P3 Edge Case %,SHAP Top Word,LIME Top Word,SHAP Contributions,LIME Contributions,XAI Disagreement,Final Score %,Risk Level,Hallucination Type,P3 Halluc Types,Security Impact,Compliance Violation
W4-148,Allow the SIEM to forward alerts to the SOC workstations on port 514.,correct,correct,True,0.9186,13.55,5.53,0.0,8.14,0.0,0.0,0.0,0.0,SIEM,the,"[('Allow', -0.0097), ('the', 0.0268), ('SIEM', -0.0271)]","[('the', -0.0111), ('to', -0.0098), ('on', -0.0096)]",AGREEMENT,5.99,SAFE,none,,Medium - potential policy violation,
W4-149,Permit the load balancer health checks to reach all backend servers on port 80.,correct,correct,True,0.9328,15.08,5.5,0.0,6.72,0.0,0.0,0.0,0.0,port,on,"[('Permit', 0.0073), ('the', 0.0222), ('load', -0.0036)]","[('on', -0.011), ('port', -0.0096), ('the', -0.0068)]",AGREEMENT,6.15,SAFE,none,,Medium - potential policy violation,
W4-150,Block all outbound DNS queries except to the authorised corporate DNS servers.,correct,correct,True,0.8723,14.0,4.23,0.0,12.77,0.0,0.0,0.0,0.0,DNS,the,"[('Block', -0.0254), ('all', 0.0048), ('outbound', 0.0259)]","[('the', -0.0085), ('to', -0.0084), ('Block', 0.008)]",AGREEMENT,6.47,SAFE,none,,Medium - potential policy violation,
W4-151,Allow the intrusion detection system to mirror traffic from the core switch.,correct,correct,True,0.929,26.76,12.02,0.0,7.1,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0205), ('the', 0.0535), ('intrusion', 0.0)]","[('the', -0.024), ('to', -0.0156), ('from', -0.0131)]",AGREEMENT,10.76,SAFE,none,,Medium - potential policy violation,
W4-152,Deny all traffic from the supply chain partner network to internal HR systems.,correct,correct,True,0.9256,10.29,5.81,0.0,7.44,0.0,0.0,0.0,0.0,internal,internal,"[('Deny', 0.0101), ('all', -0.0042), ('traffic', -0.0081)]","[('internal', -0.0116), ('to', -0.0099), ('from', -0.0085)]",AGREEMENT,5.14,SAFE,none,,Medium - potential policy violation,
W4-153,Allow the multi-factor authentication service to be reachable from all internal ,correct,correct,True,0.9189,22.47,4.8,0.0,8.11,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0172), ('the', 0.0449), ('multi-', 0.0001)]","[('the', -0.0096), ('internal', -0.008), ('service', -0.0074)]",AGREEMENT,8.03,SAFE,none,,Medium - potential policy violation,
W4-154,Permit the cloud proxy to forward web requests from internal users on port 8080.,correct,correct,True,0.9054,25.5,5.49,0.0,9.46,0.0,0.0,0.0,0.0,requests,on,"[('Permit', 0.012), ('the', 0.026), ('cloud', 0.0015)]","[('on', -0.011), ('port', -0.0102), ('requests', 0.0093)]",MODERATE_DISAGREEMENT (gap=20.0%),9.17,SAFE,none,,Medium - potential policy violation,
W4-155,Block all access to the internal PKI server except from authorised administrator,correct,correct,True,0.8693,15.3,6.79,0.0,13.07,0.0,0.0,0.0,0.0,Block,internal,"[('Block', -0.0306), ('all', 0.004), ('access', -0.0172)]","[('internal', -0.0136), ('Block', 0.0117), ('from', -0.0098)]",AGREEMENT,7.48,SAFE,none,,Medium - potential policy violation,
W5-166,Allow access to the CRM system only after successful MFA verification.,correct,correct,True,0.7226,51.0,41.39,0.0,27.74,0.0,0.0,0.0,0.0,Allow,access,"[('Allow', -0.102), ('access', -0.0839), ('to', 0.0195)]","[('access', 0.0828), ('Allow', 0.0826), ('the', -0.045)]",AGREEMENT,27.26,SAFE,none,,Medium - potential policy violation,
W5-167,Deny all lateral movement between endpoints in the user VLAN.,correct,correct,True,0.9107,9.37,5.53,0.0,8.93,0.0,0.0,0.0,0.0,the,in,"[('Deny', 0.013), ('all', 0.0053), ('lateral', 0.0016)]","[('in', -0.0111), ('the', -0.008), ('endpoints', -0.0025)]",AGREEMENT,5.06,SAFE,none,,Medium - potential policy violation,
W5-168,Permit the privileged access management tool to broker SSH sessions to servers.,correct,correct,True,0.9139,12.22,4.76,0.0,8.61,0.0,0.0,0.0,0.0,the,to,"[('Permit', 0.009), ('the', 0.0244), ('privileged', 0.0009)]","[('to', -0.0095), ('the', -0.0094), ('SSH', 0.0076)]",AGREEMENT,5.54,SAFE,none,,Medium - potential policy violation,
W5-169,Block all access to financial APIs except from approved application identities.,correct,correct,True,0.8014,19.89,12.63,0.0,19.86,0.0,0.0,0.0,0.0,Block,financial,"[('Block', -0.0398), ('all', 0.0087), ('access', -0.0176)]","[('financial', 0.0253), ('from', -0.0152), ('Block', 0.0149)]",AGREEMENT,11.11,SAFE,none,,Medium - potential policy violation,
W5-170,Allow the identity provider to communicate with all services on port 443.,correct,correct,True,0.9468,21.96,5.5,0.0,5.32,0.0,0.0,0.0,0.0,the,port,"[('Allow', -0.018), ('the', 0.0439), ('identity', 0.0)]","[('port', -0.011), ('the', -0.0102), ('on', -0.0099)]",AGREEMENT,7.66,SAFE,none,,Medium - potential policy violation,
W5-171,Deny all access to the executive file share except from authorised named users.,correct,correct,True,0.9042,11.87,4.63,0.0,9.58,0.0,0.0,0.0,0.0,access,except,"[('Deny', 0.0145), ('all', 0.011), ('access', -0.0237)]","[('except', 0.0093), ('the', -0.0089), ('users', -0.0088)]",AGREEMENT,5.56,SAFE,none,,Medium - potential policy violation,
W5-172,Permit the network access control system to quarantine non-compliant endpoints.,correct,correct,True,0.9184,17.58,5.38,0.0,8.16,0.0,0.0,0.0,0.0,the,the,"[('Permit', 0.01), ('the', 0.0352), ('network', 0.0078)]","[('the', -0.0108), ('to', -0.0088), ('Permit', -0.0049)]",AGREEMENT,6.96,SAFE,none,,Medium - potential policy violation,
W5-173,Block all outbound connections from servers to social media IP ranges.,correct,correct,True,0.8547,25.27,15.82,0.0,14.53,0.0,0.0,0.0,0.0,outbound,connections,"[('Block', -0.0342), ('all', 0.0065), ('outbound', 0.0505)]","[('connections', 0.0316), ('outbound', -0.0176), ('Block', 0.0121)]",AGREEMENT,12.45,SAFE,none,,Medium - potential policy violation,
W5-174,Allow the data loss prevention agent to scan all outbound HTTP and HTTPS traffic,correct,correct,True,0.7933,75.41,14.16,0.0,20.67,0.0,0.0,0.0,0.0,HTTPS,HTTPS,"[('Allow', -0.0077), ('the', 0.0537), ('data', 0.0178)]","[('HTTPS', 0.0283), ('the', -0.0197), ('to', -0.0178)]",HIGH_DISAGREEMENT (gap=61.2%),25.49,SAFE,none,,Medium - potential policy violation,
W5-175,Deny all traffic to internal APIs from devices without a valid client certificat,correct,correct,True,0.9126,11.79,6.39,0.0,8.74,0.0,0.0,0.0,0.0,internal,internal,"[('Deny', 0.012), ('all', -0.0017), ('traffic', -0.0143)]","[('internal', -0.0128), ('to', -0.0126), ('traffic', 0.0098)]",AGREEMENT,5.86,SAFE,none,,Medium - potential policy violation,
W5-176,Quarantine the suspected ransomware host by blocking all its inbound and outboun,correct,correct,True,0.8521,19.95,12.8,0.0,14.79,0.0,0.0,0.0,0.0,by,by,"[('Quarantine', 0.0038), ('the', 0.0234), ('suspected', 0.0)]","[('by', 0.0256), ('its', -0.0239), ('inbound', 0.0195)]",AGREEMENT,10.41,SAFE,none,,Medium - potential policy violation,
W5-177,Allow the digital forensics workstation to image the compromised server over por,correct,correct,True,0.8806,29.58,11.92,0.0,11.94,0.0,0.0,0.0,0.0,over,the,"[('Allow', -0.0251), ('the', 0.0548), ('digital', -0.0004)]","[('the', -0.0238), ('port', -0.0125), ('to', -0.0092)]",AGREEMENT,12.17,SAFE,none,,Medium - potential policy violation,
W5-178,Block all outbound DNS traffic from the affected subnet during the active incide,correct,correct,True,0.8764,14.0,5.34,0.0,12.36,0.0,0.0,0.0,0.0,outbound,from,"[('Block', -0.0278), ('all', -0.0009), ('outbound', 0.028)]","[('from', -0.0107), ('Block', 0.0102), ('outbound', -0.0101)]",AGREEMENT,6.69,SAFE,none,,Medium - potential policy violation,
W5-179,Permit the malware analysis sandbox to communicate with the threat intelligence ,correct,correct,True,0.9011,14.21,7.26,0.0,9.89,0.0,0.0,0.0,0.0,threat,the,"[('Permit', 0.0119), ('the', 0.0238), ('malware', 0.003)]","[('the', -0.0145), ('to', -0.0077), ('intelligence', 0.0074)]",AGREEMENT,6.85,SAFE,none,,Medium - potential policy violation,
W5-180,Deny all traffic from the infected VLAN to the rest of the network immediately.,correct,correct,True,0.918,10.16,7.53,0.0,8.2,0.0,0.0,0.0,0.0,the,the,"[('Deny', 0.0099), ('all', -0.0037), ('traffic', -0.0073)]","[('the', -0.0151), ('from', -0.0087), ('to', -0.0086)]",AGREEMENT,5.65,SAFE,none,,Medium - potential policy violation,
W5-181,Allow the incident response team VPN to access all internal systems during conta,correct,correct,True,0.9137,21.22,5.59,0.0,8.63,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0139), ('the', 0.0424), ('incident', -0.0159)]","[('the', -0.0112), ('to', -0.0093), ('internal', -0.0089)]",AGREEMENT,8.0,SAFE,none,,Medium - potential policy violation,
W5-182,Block all outbound traffic from the compromised web server except to the log agg,correct,correct,True,0.8775,17.86,7.81,0.0,12.25,0.0,0.0,0.0,0.0,web,the,"[('Block', -0.0248), ('all', 0.0037), ('outbound', 0.0278)]","[('the', -0.0156), ('outbound', -0.0108), ('from', -0.0103)]",AGREEMENT,8.25,SAFE,none,,Medium - potential policy violation,
W5-183,Permit the honeypot to receive inbound connections from any external source.,correct,correct,True,0.8016,30.94,21.44,0.0,19.84,0.0,0.0,0.0,0.0,any,connections,"[('Permit', 0.0085), ('the', 0.041), ('honeypot', 0.0)]","[('connections', 0.0429), ('any', 0.0284), ('inbound', 0.0236)]",AGREEMENT,16.07,SAFE,none,,Medium - potential policy violation,
W5-184,Deny all traffic from the attacker-controlled IP range identified in the threat ,correct,correct,True,0.9003,12.04,7.4,0.0,9.97,0.0,0.0,0.0,0.0,the,the,"[('Deny', 0.0129), ('all', -0.0031), ('traffic', -0.0074)]","[('the', -0.0148), ('in', -0.0126), ('from', -0.0116)]",AGREEMENT,6.36,SAFE,none,,Medium - potential policy violation,
W5-185,Allow the EDR platform to push containment policies to all endpoints.,correct,correct,True,0.9131,25.88,7.57,0.0,8.69,0.0,0.0,0.0,0.0,the,to,"[('Allow', -0.0191), ('the', 0.0518), ('EDR', 0.0)]","[('to', -0.0151), ('the', -0.0126), ('push', -0.0038)]",AGREEMENT,9.67,SAFE,none,,Medium - potential policy violation,
W5-186,Restrict all access to the cardholder data environment to explicitly whitelisted,correct,correct,True,0.8703,12.53,5.48,0.0,12.97,0.0,0.0,0.0,0.0,to,to,"[('Restrict', -0.0153), ('all', 0.0138), ('access', -0.0192)]","[('to', -0.011), ('Restrict', 0.0104), ('the', -0.0092)]",AGREEMENT,6.45,SAFE,none,,Medium - potential policy violation,
W5-187,Deny all traffic between the payment processing VLAN and the general corporate n,correct,correct,True,0.8641,17.07,10.03,0.0,13.59,0.0,0.0,0.0,0.0,and,and,"[('Deny', 0.0133), ('all', -0.0033), ('traffic', -0.0197)]","[('and', 0.0201), ('traffic', 0.0182), ('corporate', -0.0153)]",AGREEMENT,8.81,SAFE,none,,Medium - potential policy violation,
W5-188,Allow the PCI compliance scanner to audit all systems in the cardholder data env,correct,correct,True,0.8936,17.98,8.94,0.0,10.64,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.009), ('the', 0.036), ('PCI', -0.0197)]","[('the', -0.0179), ('in', -0.0084), ('to', -0.0063)]",AGREEMENT,8.33,SAFE,none,,Medium - potential policy violation,
W5-189,Block all unencrypted traffic to systems storing protected health information.,correct,correct,True,0.8734,22.0,9.96,0.0,12.66,0.0,0.0,0.0,0.0,Block,to,"[('Block', -0.044), ('all', -0.0029), ('unencrypted', 0.006)]","[('to', -0.0199), ('Block', 0.0169), ('all', 0.0142)]",AGREEMENT,9.89,SAFE,none,,Medium - potential policy violation,
W5-190,Permit the HIPAA audit logging service to collect access logs from all relevant ,correct,correct,True,0.9157,12.01,4.12,0.0,8.43,0.0,0.0,0.0,0.0,the,the,"[('Permit', 0.0099), ('the', 0.024), ('HIPAA', -0.0238)]","[('the', -0.0082), ('service', -0.0081), ('to', -0.0075)]",AGREEMENT,5.3,SAFE,none,,Medium - potential policy violation,
W5-191,Deny all direct internet access from systems processing electronic health record,correct,correct,True,0.7727,40.21,10.02,0.0,22.73,0.0,0.0,0.0,0.0,internet,internet,"[('Deny', 0.0242), ('all', 0.0175), ('direct', -0.0493)]","[('internet', 0.02), ('from', -0.009), ('direct', 0.0071)]",MODERATE_DISAGREEMENT (gap=30.2%),15.97,SAFE,none,,Medium - potential policy violation,
W5-192,Allow the SOC 2 audit tool to read configuration data from all infrastructure co,correct,correct,True,0.9149,17.68,5.53,0.0,8.51,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.011), ('the', 0.0354), ('SOC', -0.0044)]","[('the', -0.0111), ('from', -0.0073), ('to', -0.0058)]",AGREEMENT,7.08,SAFE,none,,Medium - potential policy violation,
W5-193,Block all access to employee personal data except from the HR application.,correct,correct,True,0.8704,13.77,4.8,0.0,12.96,0.0,0.0,0.0,0.0,Block,Block,"[('Block', -0.0275), ('all', 0.0038), ('access', -0.0171)]","[('Block', 0.0096), ('application', -0.0082), ('except', 0.0078)]",AGREEMENT,6.59,SAFE,none,,Medium - potential policy violation,
W5-194,Permit encrypted replication of patient records to the disaster recovery site on,correct,correct,True,0.8739,16.14,4.45,0.0,12.61,0.0,0.0,0.0,0.0,patient,only,"[('Permit', 0.005), ('encrypted', 0.0074), ('replication', 0.0071)]","[('only', 0.0089), ('to', -0.0085), ('the', -0.0081)]",AGREEMENT,7.04,SAFE,none,,Medium - potential policy violation,
W5-195,Deny all access to the compliance reporting database except from the audit team.,correct,correct,True,0.8827,11.17,6.52,0.0,11.73,0.0,0.0,0.0,0.0,the,the,"[('Deny', 0.0166), ('all', 0.0131), ('access', -0.0214)]","[('the', -0.013), ('database', 0.0094), ('team', -0.0083)]",AGREEMENT,6.18,SAFE,none,,Medium - potential policy violation,
W5-196,Allow remote workers to access the virtual desktop infrastructure over port 443.,correct,correct,True,0.823,21.55,6.54,0.0,17.7,0.0,0.0,0.0,0.0,over,Allow,"[('Allow', -0.0375), ('remote', -0.0035), ('workers', -0.0302)]","[('Allow', 0.0131), ('port', -0.013), ('to', -0.0122)]",AGREEMENT,9.68,SAFE,none,,Medium - potential policy violation,
W5-197,Deny all split-tunnel VPN traffic from reaching the corporate core network.,correct,correct,True,0.9213,9.89,5.97,0.0,7.87,0.0,0.0,0.0,0.0,the,from,"[('Deny', 0.0135), ('all', 0.0051), ('split-', 0.0)]","[('from', -0.0119), ('corporate', -0.0085), ('the', -0.007)]",AGREEMENT,5.15,SAFE,none,,Medium - potential policy violation,
W5-198,Permit the mobile device management server to push policies to all registered de,correct,correct,True,0.92,12.06,5.36,0.0,8.0,0.0,0.0,0.0,0.0,the,to,"[('Permit', 0.0091), ('the', 0.0241), ('mobile', -0.002)]","[('to', -0.0107), ('the', -0.0082), ('management', -0.0053)]",AGREEMENT,5.56,SAFE,none,,Medium - potential policy violation,
W5-199,Block all access to internal tools from devices that are not enrolled in MDM.,correct,correct,True,0.8628,31.96,18.77,0.0,13.72,0.0,0.0,0.0,0.0,not,not,"[('Block', -0.0323), ('all', 0.0052), ('access', -0.0164)]","[('not', 0.0375), ('internal', -0.0246), ('Block', 0.0139)]",AGREEMENT,14.74,SAFE,none,,Medium - potential policy violation,
W5-200,Allow the edge computing nodes to synchronise with the central management platfo,correct,correct,True,0.9246,22.94,8.29,0.0,7.54,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0167), ('the', 0.0459), ('edge', 0.0)]","[('the', -0.0166), ('management', -0.0065), ('to', -0.0056)]",AGREEMENT,8.94,SAFE,none,,Medium - potential policy violation,
W5-201,Deny all traffic from personal mobile devices to the production API gateway.,correct,correct,True,0.9163,9.18,5.04,0.0,8.37,0.0,0.0,0.0,0.0,from,to,"[('Deny', 0.01), ('all', -0.0038), ('traffic', -0.0074)]","[('to', -0.0101), ('from', -0.0097), ('all', 0.008)]",AGREEMENT,4.81,SAFE,none,,Medium - potential policy violation,
W5-202,Permit the SD-WAN controller to manage branch office routers on port 443.,correct,correct,True,0.9354,12.3,5.04,0.0,6.46,0.0,0.0,0.0,0.0,on,port,"[('Permit', 0.0078), ('the', 0.0216), ('SD-', 0.0)]","[('port', -0.0101), ('on', -0.0096), ('the', -0.0066)]",AGREEMENT,5.3,SAFE,none,,Medium - potential policy violation,
W5-203,Block all outbound traffic from branch offices except HTTPS and DNS.,correct,correct,True,0.797,61.31,16.86,0.0,20.3,0.0,0.0,0.0,0.0,HTTPS,HTTPS,"[('Block', -0.0313), ('all', 0.0083), ('outbound', 0.0456)]","[('HTTPS', 0.0337), ('outbound', -0.0214), ('from', -0.021)]",HIGH_DISAGREEMENT (gap=44.5%),22.59,SAFE,none,,Medium - potential policy violation,
W5-204,Allow the thin client VDI sessions to access only the designated application ser,correct,correct,True,0.8932,19.43,10.67,0.0,10.68,0.0,0.0,0.0,0.0,the,only,"[('Allow', -0.0106), ('the', 0.0389), ('thin', 0.0)]","[('only', 0.0213), ('to', -0.0135), ('the', -0.0123)]",AGREEMENT,9.13,SAFE,none,,Medium - potential policy violation,
W5-205,Deny all peer-to-peer file sharing traffic across the corporate WAN.,correct,correct,True,0.9029,10.49,3.72,0.0,9.71,0.0,0.0,0.0,0.0,the,corporate,"[('Deny', 0.0108), ('all', 0.0052), ('peer-', -0.0009)]","[('corporate', -0.0074), ('the', -0.0073), ('to', -0.007)]",AGREEMENT,5.01,SAFE,none,,Medium - potential policy violation,
W5-206,Allow the SCADA system to poll field devices on port 502 within the OT network o,correct,correct,True,0.9345,17.66,6.97,0.0,6.55,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0115), ('the', 0.0353), ('SCADA', 0.0)]","[('the', -0.0139), ('on', -0.0121), ('port', -0.0108)]",AGREEMENT,7.14,SAFE,none,,Medium - potential policy violation,
W5-207,Deny all traffic from the IT network to the operational technology network.,correct,correct,True,0.9162,11.89,5.89,0.0,8.38,0.0,0.0,0.0,0.0,the,the,"[('Deny', 0.0106), ('all', -0.0042), ('traffic', -0.0081)]","[('the', -0.0118), ('to', -0.0111), ('all', 0.0096)]",AGREEMENT,5.7,SAFE,none,,Medium - potential policy violation,
W5-208,Permit the medical imaging system to send studies to the PACS server on port 111,correct,correct,True,0.9215,24.72,7.3,0.0,7.85,0.0,0.0,0.0,0.0,send,the,"[('Permit', 0.0099), ('the', 0.0313), ('medical', 0.0)]","[('the', -0.0146), ('on', -0.0139), ('send', 0.0132)]",AGREEMENT,9.18,SAFE,none,,Medium - potential policy violation,
W5-209,Block all remote access to industrial control systems except through the secure ,correct,correct,True,0.817,28.06,17.49,0.0,18.3,0.0,0.0,0.0,0.0,secure,secure,"[('Block', -0.0311), ('all', -0.0033), ('remote', -0.007)]","[('secure', 0.035), ('host', -0.0135), ('Block', 0.0122)]",AGREEMENT,14.13,SAFE,none,,Medium - potential policy violation,
W5-210,Allow the trading platform to connect to market data feeds on port 8888.,correct,correct,True,0.9115,19.33,6.42,0.0,8.85,0.0,0.0,0.0,0.0,connect,on,"[('Allow', -0.0113), ('the', 0.0375), ('trading', -0.0022)]","[('on', -0.0128), ('port', -0.0117), ('connect', 0.0108)]",AGREEMENT,7.76,SAFE,none,,Medium - potential policy violation,
W5-211,Deny all traffic from the trading systems to general corporate applications.,correct,correct,True,0.8892,13.78,6.81,0.0,11.08,0.0,0.0,0.0,0.0,from,from,"[('Deny', 0.0148), ('all', -0.0055), ('traffic', -0.0112)]","[('from', -0.0136), ('all', 0.0121), ('systems', 0.0106)]",AGREEMENT,6.81,SAFE,none,,Medium - potential policy violation,
W5-212,Permit the ATM network to communicate with the banking backend only on port 8583,correct,correct,True,0.941,16.26,6.07,0.0,5.9,0.0,0.0,0.0,0.0,port,on,"[('Permit', 0.0072), ('the', 0.0228), ('ATM', 0.0006)]","[('on', -0.0121), ('the', -0.011), ('port', -0.0108)]",AGREEMENT,6.47,SAFE,none,,Medium - potential policy violation,
W5-213,Block all inbound connections to the power management system from outside the OT,correct,correct,True,0.8506,20.65,17.25,0.0,14.94,0.0,0.0,0.0,0.0,connections,inbound,"[('Block', -0.0264), ('all', -0.0186), ('inbound', -0.0384)]","[('inbound', 0.0345), ('connections', 0.0276), ('the', -0.027)]",AGREEMENT,11.72,SAFE,none,,Medium - potential policy violation,
W5-214,Allow the passenger information system to receive schedule updates from the cent,correct,correct,True,0.9186,18.4,8.25,0.0,8.14,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0111), ('the', 0.0368), ('passenger', 0.0)]","[('the', -0.0165), ('to', -0.0127), ('receive', -0.0057)]",AGREEMENT,7.88,SAFE,none,,Medium - potential policy violation,
W5-215,Deny all internet access from systems connected to physical security infrastruct,correct,correct,True,0.8396,34.69,11.49,0.0,16.04,0.0,0.0,0.0,0.0,internet,internet,"[('Deny', 0.0241), ('all', 0.0117), ('internet', -0.0694)]","[('internet', 0.023), ('from', -0.0094), ('connected', -0.0088)]",MODERATE_DISAGREEMENT (gap=23.2%),13.95,SAFE,none,,Medium - potential policy violation,
W5-216,Allow replication traffic between the primary data centre and the DR site on por,correct,correct,True,0.9018,15.8,8.22,0.0,9.82,0.0,0.0,0.0,0.0,port,on,"[('Allow', -0.0166), ('replication', 0.0085), ('traffic', -0.0083)]","[('on', -0.0164), ('port', -0.0152), ('and', 0.015)]",AGREEMENT,7.48,SAFE,none,,Medium - potential policy violation,
W5-217,Permit the backup orchestration service to manage all backup jobs across the env,correct,correct,True,0.9247,11.61,6.49,0.0,7.53,0.0,0.0,0.0,0.0,the,the,"[('Permit', 0.0073), ('the', 0.0232), ('backup', 0.0043)]","[('the', -0.013), ('service', -0.0073), ('to', -0.0059)]",AGREEMENT,5.65,SAFE,none,,Medium - potential policy violation,
W5-218,Deny all production workloads from running in the DR environment during normal o,correct,correct,True,0.9168,10.68,5.15,0.0,8.32,0.0,0.0,0.0,0.0,the,in,"[('Deny', 0.0109), ('all', 0.0045), ('production', 0.0034)]","[('in', -0.0103), ('the', -0.0086), ('from', -0.0065)]",AGREEMENT,5.21,SAFE,none,,Medium - potential policy violation,
W5-219,Allow the business continuity management system to test failover connectivity.,correct,correct,True,0.9239,38.04,9.83,0.0,7.61,0.0,0.0,0.0,0.0,the,the,"[('Allow', -0.0336), ('the', 0.0761), ('business', 0.0001)]","[('the', -0.0197), ('to', -0.0146), ('management', -0.0107)]",MODERATE_DISAGREEMENT (gap=28.2%),13.11,SAFE,none,,Medium - potential policy violation,
W5-220,Block all non-essential services during a declared disaster recovery event.,correct,correct,True,0.8664,18.32,6.51,0.0,13.36,0.0,0.0,0.0,0.0,Block,Block,"[('Block', -0.0366), ('all', -0.0025), ('non-', 0.0181)]","[('Block', 0.013), ('services', -0.0092), ('recovery', -0.0079)]",AGREEMENT,8.21,SAFE,none,,Medium - potential policy violation,
W5-221,Permit the out-of-band management network to access all infrastructure regardles,correct,correct,True,0.9204,11.98,4.76,0.0,7.96,0.0,0.0,0.0,0.0,the,to,"[('Permit', 0.0086), ('the', 0.024), ('out-', 0.0)]","[('to', -0.0095), ('the', -0.0088), ('management', -0.0054)]",AGREEMENT,5.38,SAFE,none,,Medium - potential policy violation,
W5-222,Allow the automated failover system to redirect traffic to the secondary site.,correct,correct,True,0.9091,25.82,13.31,0.0,9.09,0.0,0.0,0.0,0.0,the,to,"[('Allow', -0.0183), ('the', 0.0516), ('automated', 0.0)]","[('to', -0.0266), ('the', -0.024), ('redirect', 0.0061)]",AGREEMENT,11.15,SAFE,none,,Medium - potential policy violation,
W5-223,Deny all write access to the DR database replica except from the replication age,correct,correct,True,0.8908,17.41,10.08,0.0,10.92,0.0,0.0,0.0,0.0,database,DR,"[('Deny', 0.0158), ('all', 0.0068), ('write', -0.0016)]","[('DR', -0.0202), ('database', 0.0144), ('the', -0.0097)]",AGREEMENT,8.51,SAFE,none,,Medium - potential policy violation,
W5-224,Permit emergency administrative access to all systems from the NOC during a P1 i,correct,correct,True,0.8728,12.03,5.55,0.0,12.72,0.0,0.0,0.0,0.0,the,access,"[('Permit', 0.0111), ('emergency', -0.0018), ('administrative', 0.0)]","[('access', 0.0111), ('from', -0.0059), ('the', -0.0056)]",AGREEMENT,6.3,SAFE,none,,Medium - potential policy violation,
W5-225,Block all development and test workloads from consuming DR site bandwidth.,correct,correct,True,0.8396,19.28,8.92,0.0,16.04,0.0,0.0,0.0,0.0,and,and,"[('Block', -0.0313), ('all', -0.0019), ('development', -0.0201)]","[('and', 0.0178), ('development', 0.0176), ('from', -0.0152)]",AGREEMENT,9.46,SAFE,none,,Medium - potential policy violation,
