record_id,shap_top_feature,shap_top_value,lime_top_feature,lime_top_value,agreement_score,agreement_tier,label,decision,risk_score,ensemble_confidence,ground_truth,shap_top_k,lime_top_k,lime_source,status,overlap_features,shap_only_features,lime_only_features,interpretation
W3-105,,,,,0.4286,,,,0.5,0.715,,"['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'reasoning_length']","['confidence', 'semantic_score', 'compliance_severity', 'src_is_any', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['dst_port_numeric', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['dst_port_numeric', 'src_is_any']. Moderate reliability."
W4-106,,,,,0.6667,,,,0.5,0.7231,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'dst_is_any', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-107,,,,,0.4286,,,,0.5,0.7215,,"['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'dst_port_numeric']","['confidence', 'semantic_score', 'dst_is_any', 'src_is_any', 'protocol_enc']",simulated,PARTIAL_AGREEMENT,"['confidence', 'dst_is_any', 'semantic_score']","['compliance_severity', 'dst_port_numeric']","['protocol_enc', 'src_is_any']","Methods agree on ['confidence', 'dst_is_any', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_port_numeric'], LIME flags ['protocol_enc', 'src_is_any']. Moderate reliability."
W4-108,,,,,0.4286,,,,0.5,0.7267,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'confidence', 'edge_case_count', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['dst_port_numeric', 'edge_case_count']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['dst_port_numeric', 'edge_case_count']. Moderate reliability."
W4-109,,,,,0.4286,,,,0.5,0.7291,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'reasoning_length', 'semantic_score', 'dst_port_numeric', 'dst_port_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'reasoning_length', 'semantic_score']","['confidence', 'dst_is_any']","['dst_port_is_any', 'dst_port_numeric']","Methods agree on ['compliance_severity', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['confidence', 'dst_is_any'], LIME flags ['dst_port_is_any', 'dst_port_numeric']. Moderate reliability."
W4-110,,,,,0.25,,,,0.5,0.5852,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'syntax_valid', 'semantic_score', 'src_port_is_any', 'src_is_any']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['src_is_any', 'src_port_is_any', 'syntax_valid']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['src_is_any', 'src_port_is_any', 'syntax_valid']. Policy requires manual review."
W4-111,,,,,0.6667,,,,0.5,0.7283,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'dst_port_numeric', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['dst_port_numeric'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-112,,,,,0.4286,,,,0.5,0.7235,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'src_is_any', 'compliance_severity', 'protocol_enc', 'semantic_score']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['protocol_enc', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['protocol_enc', 'src_is_any']. Moderate reliability."
W4-113,,,,,0.4286,,,,0.5,0.7259,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'reasoning_length', 'semantic_score', 'dst_port_numeric', 'src_is_any']",simulated,PARTIAL_AGREEMENT,"['confidence', 'reasoning_length', 'semantic_score']","['compliance_severity', 'dst_is_any']","['dst_port_numeric', 'src_is_any']","Methods agree on ['confidence', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_is_any'], LIME flags ['dst_port_numeric', 'src_is_any']. Moderate reliability."
W4-114,,,,,0.4286,,,,0.5,0.7182,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['confidence', 'dst_port_numeric', 'dst_is_any', 'semantic_score', 'has_complete_cot']",simulated,PARTIAL_AGREEMENT,"['confidence', 'dst_port_numeric', 'semantic_score']","['compliance_severity', 'reasoning_length']","['dst_is_any', 'has_complete_cot']","Methods agree on ['confidence', 'dst_port_numeric', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'reasoning_length'], LIME flags ['dst_is_any', 'has_complete_cot']. Moderate reliability."
W4-115,,,,,0.6667,,,,0.5,0.7283,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'syntax_valid', 'compliance_severity', 'semantic_score', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['syntax_valid'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-116,,,,,0.6667,,,,0.5,0.73,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['reasoning_length', 'compliance_severity', 'confidence', 'semantic_score', 'priority_norm']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-117,,,,,0.6667,,,,0.5,0.5207,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'dst_is_any', 'reasoning_length', 'semantic_score', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'dst_is_any', 'reasoning_length', 'semantic_score']",['confidence'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'dst_is_any', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-118,,,,,0.4286,,,,0.5,0.7235,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'action_enc', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['action_enc', 'dst_port_numeric']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['action_enc', 'dst_port_numeric']. Moderate reliability."
W4-119,,,,,0.6667,,,,0.5,0.7154,,"['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'dst_port_numeric']","['confidence', 'compliance_severity', 'semantic_score', 'dst_port_numeric', 'protocol_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_port_numeric', 'semantic_score']",['dst_is_any'],['protocol_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_port_numeric', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-120,,,,,0.6667,,,,0.5,0.5832,,"['compliance_severity', 'confidence', 'semantic_score', 'dst_is_any', 'dst_port_numeric']","['compliance_severity', 'semantic_score', 'confidence', 'dst_port_is_any', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['dst_port_numeric'],['dst_port_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-121,,,,,0.6667,,,,0.5,0.7247,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-122,,,,,0.6667,,,,0.5,0.717,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'has_complete_cot']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['has_complete_cot'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-123,,,,,0.6667,,,,0.5,0.5513,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'confidence', 'reasoning_length', 'action_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['action_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-124,,,,,0.4286,,,,0.5,0.5432,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'src_port_is_any', 'dst_is_any', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any']","['reasoning_length', 'semantic_score']","['dst_port_numeric', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'dst_is_any'] but diverge: SHAP additionally flags ['reasoning_length', 'semantic_score'], LIME flags ['dst_port_numeric', 'src_port_is_any']. Moderate reliability."
W4-125,,,,,0.4286,,,,0.5,0.5816,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'reasoning_length', 'protocol_enc', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_is_any', 'semantic_score']","['dst_port_numeric', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_is_any', 'semantic_score'], LIME flags ['dst_port_numeric', 'protocol_enc']. Moderate reliability."
W4-126,,,,,1.0,,,,0.5,0.5392,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score']",[],[],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-127,,,,,0.25,,,,0.5,0.5538,,"['compliance_severity', 'confidence', 'semantic_score', 'dst_is_any', 'reasoning_length']","['compliance_severity', 'confidence', 'protocol_enc', 'dst_port_is_any', 'has_complete_cot']",simulated,DISAGREEMENT,"['compliance_severity', 'confidence']","['dst_is_any', 'reasoning_length', 'semantic_score']","['dst_port_is_any', 'has_complete_cot', 'protocol_enc']","Significant divergence. SHAP attributes risk to ['dst_is_any', 'reasoning_length', 'semantic_score'], LIME to ['dst_port_is_any', 'has_complete_cot', 'protocol_enc']. Policy requires manual review."
W4-128,,,,,0.4286,,,,0.5,0.5408,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'protocol_enc', 'reasoning_length', 'src_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_is_any', 'semantic_score']","['protocol_enc', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_is_any', 'semantic_score'], LIME flags ['protocol_enc', 'src_is_any']. Moderate reliability."
W4-129,,,,,0.6667,,,,0.5,0.715,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['semantic_score', 'confidence', 'compliance_severity', 'src_is_any', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_port_numeric'],['src_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-130,,,,,0.4286,,,,0.5,0.5223,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'syntax_valid', 'semantic_score', 'action_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['action_enc', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['action_enc', 'syntax_valid']. Moderate reliability."
W4-131,,,,,0.4286,,,,0.5,0.7231,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'src_port_is_any', 'has_complete_cot', 'confidence']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['has_complete_cot', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['has_complete_cot', 'src_port_is_any']. Moderate reliability."
W4-132,,,,,0.6667,,,,0.5,0.5889,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'semantic_score', 'confidence', 'reasoning_length', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-133,,,,,0.4286,,,,0.5,0.7215,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'action_enc', 'reasoning_length', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['confidence', 'reasoning_length', 'semantic_score']","['compliance_severity', 'dst_is_any']","['action_enc', 'dst_port_numeric']","Methods agree on ['confidence', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_is_any'], LIME flags ['action_enc', 'dst_port_numeric']. Moderate reliability."
W4-134,,,,,0.6667,,,,0.5,0.73,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'dst_is_any', 'reasoning_length', 'dst_port_numeric']",simulated,STRONG_AGREEMENT,"['confidence', 'dst_is_any', 'reasoning_length', 'semantic_score']",['compliance_severity'],['dst_port_numeric'],"Both methods consistently identify ['confidence', 'dst_is_any', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-135,,,,,0.6667,,,,0.5,0.7263,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'reasoning_length', 'compliance_severity', 'src_port_is_any', 'confidence']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['src_port_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-136,,,,,0.4286,,,,0.5,0.7295,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'src_port_is_any', 'compliance_severity', 'edge_case_count']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['edge_case_count', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['edge_case_count', 'src_port_is_any']. Moderate reliability."
W4-137,,,,,0.4286,,,,0.5,0.7231,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['semantic_score', 'compliance_severity', 'confidence', 'direction_enc', 'dst_port_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_port_numeric', 'reasoning_length']","['direction_enc', 'dst_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_port_numeric', 'reasoning_length'], LIME flags ['direction_enc', 'dst_port_is_any']. Moderate reliability."
W4-138,,,,,0.6667,,,,0.5,0.7243,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'reasoning_length', 'semantic_score', 'src_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['src_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-139,,,,,0.4286,,,,0.5,0.7255,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['semantic_score', 'confidence', 'action_enc', 'compliance_severity', 'protocol_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_port_numeric', 'reasoning_length']","['action_enc', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_port_numeric', 'reasoning_length'], LIME flags ['action_enc', 'protocol_enc']. Moderate reliability."
W4-140,,,,,0.4286,,,,0.5,0.7162,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'edge_case_count', 'priority_norm']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['edge_case_count', 'priority_norm']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['edge_case_count', 'priority_norm']. Moderate reliability."
W4-141,,,,,0.4286,,,,0.5,0.7198,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'direction_enc', 'compliance_severity', 'src_port_is_any', 'semantic_score']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['direction_enc', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['direction_enc', 'src_port_is_any']. Moderate reliability."
W4-142,,,,,1.0,,,,0.5,0.719,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_port_numeric', 'reasoning_length', 'semantic_score']",[],[],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_port_numeric', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-143,,,,,0.25,,,,0.5,0.7279,,"['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'dst_port_numeric']","['confidence', 'semantic_score', 'syntax_valid', 'action_enc', 'direction_enc']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'dst_port_numeric']","['action_enc', 'direction_enc', 'syntax_valid']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'dst_port_numeric'], LIME to ['action_enc', 'direction_enc', 'syntax_valid']. Policy requires manual review."
W4-144,,,,,0.25,,,,0.5,0.7231,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'has_complete_cot', 'src_port_is_any', 'edge_case_count']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['edge_case_count', 'has_complete_cot', 'src_port_is_any']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['edge_case_count', 'has_complete_cot', 'src_port_is_any']. Policy requires manual review."
W4-145,,,,,0.4286,,,,0.5,0.7182,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'priority_norm', 'protocol_enc', 'reasoning_length']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_is_any', 'semantic_score']","['priority_norm', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_is_any', 'semantic_score'], LIME flags ['priority_norm', 'protocol_enc']. Moderate reliability."
W4-146,,,,,0.6667,,,,0.5,0.73,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'reasoning_length', 'src_is_any', 'compliance_severity']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['src_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-147,,,,,0.4286,,,,0.5,0.7247,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['confidence', 'semantic_score', 'compliance_severity', 'protocol_enc', 'dst_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_port_numeric', 'reasoning_length']","['dst_is_any', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_port_numeric', 'reasoning_length'], LIME flags ['dst_is_any', 'protocol_enc']. Moderate reliability."
W4-148,,,,,0.4286,,,,0.5,0.7283,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'src_is_any', 'dst_port_is_any', 'reasoning_length']",simulated,PARTIAL_AGREEMENT,"['confidence', 'reasoning_length', 'semantic_score']","['compliance_severity', 'dst_is_any']","['dst_port_is_any', 'src_is_any']","Methods agree on ['confidence', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_is_any'], LIME flags ['dst_port_is_any', 'src_is_any']. Moderate reliability."
W4-149,,,,,0.6667,,,,0.5,0.7251,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'reasoning_length', 'dst_is_any', 'priority_norm']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length']",['semantic_score'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length'] as primary risk drivers. High explanation reliability."
W4-150,,,,,0.25,,,,0.5,0.5328,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'dst_port_is_any', 'src_port_is_any', 'compliance_severity', 'dst_port_numeric']",simulated,DISAGREEMENT,"['compliance_severity', 'confidence']","['dst_is_any', 'reasoning_length', 'semantic_score']","['dst_port_is_any', 'dst_port_numeric', 'src_port_is_any']","Significant divergence. SHAP attributes risk to ['dst_is_any', 'reasoning_length', 'semantic_score'], LIME to ['dst_port_is_any', 'dst_port_numeric', 'src_port_is_any']. Policy requires manual review."
W4-151,,,,,0.25,,,,0.5,0.7267,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'src_port_is_any', 'action_enc', 'src_is_any']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['action_enc', 'src_is_any', 'src_port_is_any']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['action_enc', 'src_is_any', 'src_port_is_any']. Policy requires manual review."
W4-152,,,,,0.6667,,,,0.5,0.7178,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'semantic_score', 'dst_is_any', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-153,,,,,0.6667,,,,0.5,0.7263,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'confidence', 'direction_enc', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-154,,,,,0.6667,,,,0.5,0.719,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'priority_norm', 'semantic_score', 'compliance_severity', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W4-155,,,,,0.6667,,,,0.5,0.5751,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'reasoning_length', 'compliance_severity', 'has_complete_cot', 'semantic_score']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['has_complete_cot'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-166,,,,,0.6667,,,,0.5,0.5824,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'reasoning_length', 'semantic_score', 'protocol_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['protocol_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
